staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,Fixation.started,grating.started,key_resp.started,Fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
83,0.5,1.5,96.7836004999699,,96.76800949999597,96.7836004999699,97.28271289996337,97.28271289996337,97.28271289996337,97.58329399995273,97.9495304999873,left,-1.5,1,1,0.6612517000176013,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
84,0.5,1.5,97.96588269999484,,97.9496202999726,97.96588269999484,98.4651585999527,98.4651585999527,98.4651585999527,98.76654489996145,99.06625709997024,right,1.5,1,1,0.5893411000142805,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
85,0.5,1.5,99.08162039995659,,99.06634689995553,99.08162039995659,99.58101399999578,99.58101399999578,99.59737919998588,99.88042770000175,100.21485419996316,left,-1.5,1,1,0.6309289999771863,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
86,0.5,1.0,100.23015029996168,,100.21494729997357,100.23015029996168,100.7300803999533,100.7300803999533,100.7300803999533,101.02986740000779,101.39822279999498,left,-1.0,1,1,0.6512750999536365,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
87,0.5,1.0,101.41269089997513,,101.39834259997588,101.41269089997513,101.91265479999129,101.91265479999129,101.91265479999129,102.22808099997928,102.57887069997378,left,-1.0,1,1,0.6534032999770716,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
88,0.5,1.0,102.5948562999838,,102.57896149996668,102.5948562999838,103.09479339997051,103.09479339997051,103.09479339997051,103.39403520000633,103.9456183000002,left,-1.0,1,1,0.8441147999837995,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
89,0.5,1.0,103.96041889995104,,103.94571459997678,103.96041889995104,104.45972549996804,104.45972549996804,104.45972549996804,104.75933829997666,105.11021909996634,right,1.0,1,1,0.6461755000054836,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
90,0.5,1.0,105.12588609999511,,105.11031009996077,105.12588609999511,105.62560319999466,105.62560319999466,105.62560319999466,105.92538269999204,106.27601509995293,left,-1.0,1,1,0.6378645999939181,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
91,0.5,1.0,106.29112389998045,,106.276105500001,106.29112389998045,106.79155699996045,106.79155699996045,106.79155699996045,107.09150859998772,107.3917506999569,left,-1.0,0,0,0.5923422999912873,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
92,0.5,1.5,107.40696359996218,,107.3918479999993,107.40696359996218,107.90640400000848,107.90640400000848,107.90640400000848,108.20641839999007,108.57379399996717,right,1.5,1,1,0.6526860999874771,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
93,0.5,1.5,108.58928569999989,,108.57388489996083,108.58928569999989,109.08885689999443,109.08885689999443,109.08885689999443,109.38874269998632,109.70575359999202,left,-1.5,0,0,0.6063317999942228,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
94,0.5,2.0,109.72187710000435,,109.70584690000396,109.72187710000435,110.22138909995556,110.22138909995556,110.22138909995556,110.52107879996765,110.73874129995238,left,-2.0,0,0,0.5065141000086442,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
95,0.5,2.5,110.75391639996087,,110.7388620999991,110.75391639996087,111.25380139995832,111.25380139995832,111.25380139995832,111.55388809996657,111.75472759996774,right,2.5,1,1,0.49829800002044067,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
96,0.5,2.5,111.76962719997391,,111.75485470000422,111.76962719997391,112.26976009999635,112.26976009999635,112.26976009999635,112.56932799995411,112.80393860000186,left,-2.5,1,1,0.5244273999705911,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
97,0.5,2.5,112.81860369996866,,112.80403279996244,112.81860369996866,113.31843719998142,113.31843719998142,113.31843719998142,113.61843219998991,113.91875299997628,left,-2.5,1,1,0.5855234000482596,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
98,0.5,2.0,113.93475640000543,,113.91885249997722,113.93475640000543,114.43453669996234,114.43453669996234,114.43453669996234,114.73366819997318,115.13424389995635,left,-2.0,1,1,0.6881345000001602,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
99,0.5,2.0,115.15028559998609,,115.1343350999523,115.15028559998609,115.64959679997992,115.64959679997992,115.64959679997992,115.95049829996424,116.61741299997084,left,-2.0,1,1,0.9645776000106707,142502,001,2024-09-12_21h14.44.880,Adaptive Staircase Experiment,2024.1.5,None,2024-09-12 21h14.51.704203 +0530,
