trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr&,Fixation.started,Target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,num_distr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
35,0,35,0,63.352332100010244,,63.27288099999714,10,63.352332100010244,63.352332100010244,0.06377639999845996,65.10270479999599,[-0.412962962962963],[0.2111111111111111],[1],[0],[0],[1.7668564000050537],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
36,0,36,0,65.16480199999933,,65.10721680001006,10,65.16480199999933,65.16480199999933,0.038585199989029206,67.2085431000014,[-0.1],[-0.48518518518518516],[1],[0],[0],[2.0630494999932125],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
37,0,37,0,67.27680160000455,,67.21373410000524,10,67.27680160000455,67.27680160000455,0.04601540000294335,69.04988740000408,[0.046296296296296294],[0.24166666666666667],[1],[0],[0],[1.7904673999873921],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
38,0,38,0,69.11511600000085,,69.05461269999796,10,69.11511600000085,69.11511600000085,0.04348300000128802,71.25014070000907,[0.12037037037037036],[-0.33611111111111114],[1],[0],[0],[2.152275799991912],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
39,0,39,0,71.31296579999616,,71.25503929999832,10,71.31296579999616,71.31296579999616,0.040868600000976585,73.31978770000569,[-0.31666666666666665],[0.12314814814814815],[1],[0],[0],[2.0242501000029733],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
40,0,40,0,73.35701960000733,,73.32443609999609,,73.35701960000733,73.35701960000733,0.019449799990979955,75.84805980000237,[0.3277777777777778],[-0.17592592592592593],[1],[0],[0],[2.504602300003171],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
41,0,41,0,75.90762070000346,,75.85313150000002,10,75.90762070000346,75.90762070000346,0.037996600003680214,77.3434522000025,[0.17962962962962964],[0.23333333333333334],[1],[0],[0],[1.4527138999983435],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
42,0,42,0,77.3817687999981,,77.34811880000052,,77.3817687999981,77.3817687999981,0.0200089999998454,79.0293445999996,[-0.3111111111111111],[-0.19537037037037036],[1],[0],[0],[1.6615231999894604],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
43,0,43,0,79.09309989999747,,79.03399690000515,10,79.09309989999747,79.09309989999747,0.038122600002679974,80.85051220000605,[0.25462962962962965],[0.08796296296296297],[1],[0],[0],[1.7787651999969967],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
44,0,44,0,80.91078430000925,,80.85538059999817,10,80.91078430000925,80.91078430000925,0.038572999997995794,82.56372700000065,[-0.29814814814814816],[0.07222222222222222],[1],[0],[0],[1.6700271000008797],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
45,0,45,0,82.62618819999625,,82.56854120000207,10,82.62618819999625,82.62618819999625,0.039898699993500486,84.73760480000055,[-0.18425925925925926],[0.4740740740740741],[1],[0],[0],[2.129474699991988],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
46,0,46,0,84.79893469999661,,84.74231169999985,10,84.79893469999661,84.79893469999661,0.03888770000776276,86.24938439999823,[-0.14907407407407408],[0.06018518518518518],[1],[0],[0],[1.4685836999997264],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
47,0,47,0,86.2853688000032,,86.25402170000598,,86.2853688000032,86.2853688000032,0.019525900002918206,87.92204340000171,[0.3148148148148148],[0.38796296296296295],[1],[0],[0],[1.6486879000003682],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
48,0,48,0,87.95896660001017,,87.92680610000389,,87.95896660001017,87.95896660001017,0.019951700000092387,88.86965880000207,[0.2935185185185185],[0.37962962962962965],[1],[0],[0],[0.9232870999985607],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
49,0,49,0,88.92933840000478,,88.87429220000922,10,88.92933840000478,88.92933840000478,0.038319400002365,91.49723020000965,[-0.062037037037037036],[-0.4861111111111111],[1],[0],[0],[2.5850474999897415],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
50,0,50,0,91.55955200000608,,91.50199279999651,10,91.55955200000608,91.55955200000608,0.04051340000296477,92.92096790000505,[0.2962962962962963],[-0.262037037037037],[1],[0],[0],[1.3788335999997798],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
51,0,51,0,92.95520640000177,,92.92558039999858,,92.95520640000177,92.95520640000177,0.01843189999635797,94.84691360000579,[-0.1638888888888889],[-0.026851851851851852],[1],[0],[0],[1.9033343000046443],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
52,0,52,0,94.9096084000048,,94.8517581000051,10,94.9096084000048,94.9096084000048,0.03996740000729915,96.30476749999798,[0.26851851851851855],[0.3814814814814815],[1],[0],[0],[1.4132709999976214],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
53,0,53,0,96.36546509999607,,96.30944090000412,10,96.36546509999607,96.36546509999607,0.0384526999987429,97.87253849999979,[-0.18611111111111112],[0.1],[1],[0],[0],[1.525081300002057],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
54,0,54,0,97.93635640000866,,97.87758759999997,10,97.93635640000866,97.93635640000866,0.03988440000102855,99.2547876000026,[0.3277777777777778],[0.362962962962963],[1],[0],[0],[1.3377353999967454],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
55,0,55,0,99.29160160000902,,99.2595694000047,,99.29160160000902,99.29160160000902,0.01990890000888612,100.99240679999639,[-0.18425925925925926],[-0.10925925925925926],[1],[0],[0],[1.7132364999997662],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
56,0,56,0,101.0290679000027,,100.99709830000938,,101.0290679000027,101.0290679000027,0.019982599987997673,102.98955320000823,[-0.08055555555555556],[0.44722222222222224],[1],[0],[0],[1.9726764999941224],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
57,0,57,0,103.02679180000268,,102.99516730000323,,103.02679180000268,103.02679180000268,0.0190195000031963,104.27247880000505,[0.34074074074074073],[0.32222222222222224],[1],[0],[0],[1.2586441000021296],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
58,0,58,0,104.30880040000193,,104.27715470000112,,104.30880040000193,104.30880040000193,0.018697299994528294,105.37088290000975,[0.1638888888888889],[0.1935185185185185],[1],[0],[0],[1.0754114000010304],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
59,0,59,0,105.41004600000451,,105.37589630000002,,105.41004600000451,105.41004600000451,0.02117379999253899,106.96896880000713,[0.4287037037037037],[-0.21574074074074073],[1],[0],[0],[1.5723116000008304],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
